quarter,govdef_owid,govdef_fred,govdef_spliced
1938.75,0.32019029694630674,,0.32019029694630674
1939.0,0.2506437470495457,,0.2506437470495457
1939.25,0.24792092557255246,,0.24792092557255246
1939.5,0.2370534802596575,,0.2370534802596575
1939.75,0.2437792665182444,,0.2437792665182444
1940.0,0.4022068327151999,,0.4022068327151999
1940.25,0.39330643489733375,,0.39330643489733375
1940.5,0.3956292125814607,,0.3956292125814607
1940.75,0.4651402790535058,,0.4651402790535058
1941.0,1.1925129979725306,,1.1925129979725306
1941.25,1.3666588300538305,,1.3666588300538305
1941.5,1.656397984752382,,1.656397984752382
1941.75,2.0935286604212564,,2.0935286604212564
1942.0,4.32555090440119,,4.32555090440119
1942.25,5.853433203526487,,5.853433203526487
1942.5,7.401999226352012,,7.401999226352012
1942.75,8.448776065595313,,8.448776065595313
1943.0,17.17427029002398,,17.17427029002398
1943.25,17.960486637545646,,17.960486637545646
1943.5,18.102763357281585,,18.102763357281585
1943.75,18.903726006848785,,18.903726006848785
1944.0,21.343521496696837,,21.343521496696837
1944.25,21.68573287694666,,21.68573287694666
1944.5,21.864852111934457,,21.864852111934457
1944.75,22.104358059522042,,22.104358059522042
1945.0,25.726005620236663,,25.726005620236663
1945.25,25.88304551980084,,25.88304551980084
1945.5,22.161427831263648,,22.161427831263648
1945.75,16.099496990198833,,16.099496990198833
1946.0,12.346400463335497,,12.346400463335497
1946.25,10.843191619180296,,10.843191619180296
1946.5,10.6899639694089,,10.6899639694089
1946.75,11.172832732975301,,11.172832732975301
1947.0,3.583195528118028,5.2375,5.2375
1947.25,3.6010668275101376,4.8355,4.8355
1947.5,3.556388579029863,4.39125,4.39125
1947.75,3.574259878421973,4.4525,4.4525
1948.0,2.567398288158863,4.41875,4.41875
1948.25,2.6857977237778394,4.33075,4.33075
1948.5,2.7917340609106076,4.376,4.376
1948.75,2.9163650457726886,4.51375,4.51375
1949.0,3.3866973231472666,4.597,4.597
1949.25,3.511616486705978,4.58275,4.58275
1949.5,3.511616486705978,4.518,4.518
1949.75,3.47691671905078,4.37425,4.37425
1950.0,3.5285249798764142,4.39875,4.39875
1950.25,3.578727571053517,4.41475,4.41475
1950.5,3.5858993697931036,4.73275,4.73275
1950.75,3.865599520636965,5.43875,5.43875
1951.0,7.072126373447925,6.7685,6.7685
1951.25,7.946209408368455,7.78575,7.78575
