robs,piexp,dw,dc,dinve,dy,pinfobs
0.180374633917251,-0.0475102338640443,-0.0341753769189427,-0.188744159044979,-0.295242964247459,-0.187215579490434,-0.0394927044543624
0.132205804510722,-0.0473392550919571,-0.0362636031713882,-0.102164332016084,-0.166579581572214,-0.103178534549568,-0.0475102338640436
0.0877120111529212,-0.0445836499433636,-0.0280335354018595,-0.043045642394076,-0.0759743260984808,-0.0445876712962728,-0.0473392550919511
0.0521807252401203,-0.0408212022797685,-0.0186304867043431,-0.00468230329311918,-0.0154144966229057,-0.00602734889770076,-0.0445836499433525
0.0259655296751375,-0.0366484165576407,-0.0103094091236525,0.0184588053484812,0.0224404397491251,0.0175821463554153,-0.0408212022797533
0.00773183371646518,-0.0323770102810718,-0.00357516345580604,0.0309297273608814,0.0438818795037215,0.0305699899405683,-0.0366484165576226
-0.0042345198847882,-0.0282020501576704,0.00156932473724555,0.0362496316129312,0.0539444058107677,0.0363415981221789,-0.0323770102810516
-0.0115299041431799,-0.0242503824696892,0.00528589743898976,0.037005447155097,0.0564647681746323,0.0374357871552666,-0.0282020501576494
-0.0154773262159907,-0.0206008564359326,0.00779063116151188,0.0350269867018326,0.0542614229800571,0.0356737740880018,-0.0242503824696679
-0.017109835756856,-0.0172967875744441,0.00930832795122321,0.0315665314383074,0.0493403272341992,0.0323206633443297,-0.0206008564359111
-0.0172047373186113,-0.0143552957350726,0.0100508091689336,0.0274530944808083,0.0430845835804203,0.028227669149398,-0.0172967875744231
-0.0163311084824845,-0.0117746809915773,0.0102064992101435,0.0232142660448393,0.0364134965894123,0.02394659942952,-0.0143552957350526
-0.0148956779554453,-0.00954025520416874,0.00993629686080309,0.0191680437013151,0.0299093320261777,0.0198176650384426,-0.0117746809915577
-0.0131819985201316,-0.00762888727321158,0.00937313242438675,0.015490021101917,0.0239151288118887,0.0160348457516864,-0.00954025520414932
-0.0113819989538759,-0.00601247733955677,0.0086236372591026,0.0122615195653336,0.0186084296415552,0.0126935341947875,-0.00762888727319254
-0.00962058558715296,-0.00466055143646912,0.00777092135976891,0.00950347767480055,0.0140557927189532,0.00982467387444659,-0.0060124773395388
-0.00797443833102574,-0.00354214554919176,0.00687781577415836,0.00719992713967251,0.0102523674996568,0.00741883142596102,-0.00466055143645148
